request_id,ts,model,stream,retrieved_count,retrieved_ids,retrieved_kinds,hit,finish_reason,prompt_tokens,completion_tokens,latency_ms,error
req-2pn,2026-08-03T09:21:14.877Z,deepseek-v4-flash,1,8,"[""exp-919231299074f891"",""exp-18a72880fb9d6f39"",""exp-d75d73c78ed329cb"",""exp-34e3b89e65b15b74"",""ev-45a38cbe4194237c"",""ev-0fd78b3f267c0ac4"",""ev-725d6d7248370563"",""ev-157a481c66267629""]","[""EVIDENCE:Workflow"",""EVIDENCE:Workflow"",""EVIDENCE:Workflow"",""EVIDENCE:Workflow"",""EVIDENCE:null"",""EVIDENCE:null"",""EVIDENCE:null"",""EVIDENCE:null""]",1,stop,0,0,15188,
req-2po,2026-08-03T09:21:30.107Z,deepseek-v4-flash,1,8,"[""exp-919231299074f891"",""exp-18a72880fb9d6f39"",""exp-d75d73c78ed329cb"",""exp-34e3b89e65b15b74"",""ev-45a38cbe4194237c"",""ev-0fd78b3f267c0ac4"",""ev-725d6d7248370563"",""ev-157a481c66267629""]","[""EVIDENCE:Workflow"",""EVIDENCE:Workflow"",""EVIDENCE:Workflow"",""EVIDENCE:Workflow"",""EVIDENCE:null"",""EVIDENCE:null"",""EVIDENCE:null"",""EVIDENCE:null""]",1,stop,0,0,5894,
req-2pp,2026-08-03T09:21:36.036Z,deepseek-v4-flash,1,8,"[""exp-919231299074f891"",""exp-18a72880fb9d6f39"",""exp-d75d73c78ed329cb"",""exp-34e3b89e65b15b74"",""ev-45a38cbe4194237c"",""ev-0fd78b3f267c0ac4"",""ev-725d6d7248370563"",""ev-157a481c66267629""]","[""EVIDENCE:Workflow"",""EVIDENCE:Workflow"",""EVIDENCE:Workflow"",""EVIDENCE:Workflow"",""EVIDENCE:null"",""EVIDENCE:null"",""EVIDENCE:null"",""EVIDENCE:null""]",1,stop,0,0,6050,
req-2pq,2026-08-03T09:21:42.122Z,deepseek-v4-flash,1,8,"[""exp-d75d73c78ed329cb"",""exp-34e3b89e65b15b74"",""ev-450040b67fc480ce"",""ev-45a38cbe4194237c"",""ev-0fd78b3f267c0ac4"",""ev-725d6d7248370563"",""ev-157a481c66267629"",""ev-bbadfa00dfca090f""]","[""EVIDENCE:Workflow"",""EVIDENCE:Workflow"",""EVIDENCE:null"",""EVIDENCE:null"",""EVIDENCE:null"",""EVIDENCE:null"",""EVIDENCE:null"",""EVIDENCE:null""]",1,stop,0,0,14115,
req-2pr,2026-08-03T09:21:56.282Z,deepseek-v4-flash,1,8,"[""exp-d75d73c78ed329cb"",""exp-34e3b89e65b15b74"",""ev-450040b67fc480ce"",""ev-45a38cbe4194237c"",""ev-0fd78b3f267c0ac4"",""ev-725d6d7248370563"",""ev-157a481c66267629"",""ev-bbadfa00dfca090f""]","[""EVIDENCE:Workflow"",""EVIDENCE:Workflow"",""EVIDENCE:null"",""EVIDENCE:null"",""EVIDENCE:null"",""EVIDENCE:null"",""EVIDENCE:null"",""EVIDENCE:null""]",1,stop,0,0,6627,
req-2ps,2026-08-03T09:22:02.943Z,deepseek-v4-flash,1,8,"[""exp-34e3b89e65b15b74"",""ev-450040b67fc480ce"",""ev-45a38cbe4194237c"",""ev-0fd78b3f267c0ac4"",""ev-725d6d7248370563"",""ev-157a481c66267629"",""ev-bbadfa00dfca090f"",""ev-892e75bea953d1df""]","[""EVIDENCE:Workflow"",""EVIDENCE:null"",""EVIDENCE:null"",""EVIDENCE:null"",""EVIDENCE:null"",""EVIDENCE:null"",""EVIDENCE:null"",""EVIDENCE:null""]",1,stop,0,0,15319,
req-2pt,2026-08-03T09:22:18.388Z,deepseek-v4-flash,1,8,"[""exp-34e3b89e65b15b74"",""ev-450040b67fc480ce"",""ev-45a38cbe4194237c"",""ev-0fd78b3f267c0ac4"",""ev-725d6d7248370563"",""ev-157a481c66267629"",""ev-bbadfa00dfca090f"",""ev-892e75bea953d1df""]","[""EVIDENCE:Workflow"",""EVIDENCE:null"",""EVIDENCE:null"",""EVIDENCE:null"",""EVIDENCE:null"",""EVIDENCE:null"",""EVIDENCE:null"",""EVIDENCE:null""]",1,stop,0,0,5862,
req-2pu,2026-08-03T09:22:24.321Z,deepseek-v4-flash,1,8,"[""ev-450040b67fc480ce"",""ev-628638bb7594f069"",""ev-45a38cbe4194237c"",""ev-0fd78b3f267c0ac4"",""ev-725d6d7248370563"",""ev-157a481c66267629"",""ev-67d568c662e9d08a"",""ev-bbadfa00dfca090f""]","[""EVIDENCE:null"",""EVIDENCE:null"",""EVIDENCE:null"",""EVIDENCE:null"",""EVIDENCE:null"",""EVIDENCE:null"",""EVIDENCE:null"",""EVIDENCE:null""]",1,stop,0,0,14875,
req-2pv,2026-08-03T09:22:39.250Z,deepseek-v4-flash,1,8,"[""ev-450040b67fc480ce"",""ev-628638bb7594f069"",""ev-45a38cbe4194237c"",""ev-0fd78b3f267c0ac4"",""ev-725d6d7248370563"",""ev-157a481c66267629"",""ev-67d568c662e9d08a"",""ev-bbadfa00dfca090f""]","[""EVIDENCE:null"",""EVIDENCE:null"",""EVIDENCE:null"",""EVIDENCE:null"",""EVIDENCE:null"",""EVIDENCE:null"",""EVIDENCE:null"",""EVIDENCE:null""]",1,stop,0,0,5858,
req-2pw,2026-08-03T09:22:45.157Z,deepseek-v4-flash,1,8,"[""ev-450040b67fc480ce"",""ev-628638bb7594f069"",""ev-45a38cbe4194237c"",""ev-0fd78b3f267c0ac4"",""ev-725d6d7248370563"",""ev-157a481c66267629"",""ev-67d568c662e9d08a"",""ev-bbadfa00dfca090f""]","[""EVIDENCE:null"",""EVIDENCE:null"",""EVIDENCE:null"",""EVIDENCE:null"",""EVIDENCE:null"",""EVIDENCE:null"",""EVIDENCE:null"",""EVIDENCE:null""]",1,stop,0,0,6191,
req-2px,2026-08-03T09:22:51.435Z,deepseek-v4-flash,1,8,"[""ev-450040b67fc480ce"",""ev-628638bb7594f069"",""ev-45a38cbe4194237c"",""ev-0fd78b3f267c0ac4"",""ev-725d6d7248370563"",""ev-157a481c66267629"",""ev-67d568c662e9d08a"",""ev-bbadfa00dfca090f""]","[""EVIDENCE:null"",""EVIDENCE:null"",""EVIDENCE:null"",""EVIDENCE:null"",""EVIDENCE:null"",""EVIDENCE:null"",""EVIDENCE:null"",""EVIDENCE:null""]",1,stop,0,0,6382,
req-2py,2026-08-03T09:22:57.873Z,deepseek-v4-flash,1,8,"[""ev-450040b67fc480ce"",""ev-628638bb7594f069"",""ev-45a38cbe4194237c"",""ev-0fd78b3f267c0ac4"",""ev-725d6d7248370563"",""ev-157a481c66267629"",""ev-67d568c662e9d08a"",""ev-bbadfa00dfca090f""]","[""EVIDENCE:null"",""EVIDENCE:null"",""EVIDENCE:null"",""EVIDENCE:null"",""EVIDENCE:null"",""EVIDENCE:null"",""EVIDENCE:null"",""EVIDENCE:null""]",1,stop,0,0,6443,
req-2pz,2026-08-03T09:23:04.371Z,deepseek-v4-flash,1,8,"[""ev-450040b67fc480ce"",""ev-628638bb7594f069"",""ev-45a38cbe4194237c"",""ev-0fd78b3f267c0ac4"",""ev-725d6d7248370563"",""ev-157a481c66267629"",""ev-67d568c662e9d08a"",""ev-bbadfa00dfca090f""]","[""EVIDENCE:null"",""EVIDENCE:null"",""EVIDENCE:null"",""EVIDENCE:null"",""EVIDENCE:null"",""EVIDENCE:null"",""EVIDENCE:null"",""EVIDENCE:null""]",1,stop,0,0,6698,
req-2q0,2026-08-03T09:23:11.118Z,deepseek-v4-flash,1,8,"[""ev-450040b67fc480ce"",""ev-628638bb7594f069"",""ev-45a38cbe4194237c"",""ev-0fd78b3f267c0ac4"",""ev-725d6d7248370563"",""ev-157a481c66267629"",""ev-67d568c662e9d08a"",""ev-bbadfa00dfca090f""]","[""EVIDENCE:null"",""EVIDENCE:null"",""EVIDENCE:null"",""EVIDENCE:null"",""EVIDENCE:null"",""EVIDENCE:null"",""EVIDENCE:null"",""EVIDENCE:null""]",1,stop,0,0,7090,
req-2q1,2026-08-03T09:23:18.273Z,deepseek-v4-flash,1,8,"[""ev-450040b67fc480ce"",""ev-628638bb7594f069"",""ev-45a38cbe4194237c"",""ev-0fd78b3f267c0ac4"",""ev-725d6d7248370563"",""ev-157a481c66267629"",""ev-67d568c662e9d08a"",""ev-bbadfa00dfca090f""]","[""EVIDENCE:null"",""EVIDENCE:null"",""EVIDENCE:null"",""EVIDENCE:null"",""EVIDENCE:null"",""EVIDENCE:null"",""EVIDENCE:null"",""EVIDENCE:null""]",1,stop,0,0,2354,
req-2q2,2026-08-03T09:23:20.694Z,deepseek-v4-flash,1,8,"[""ev-450040b67fc480ce"",""ev-628638bb7594f069"",""ev-45a38cbe4194237c"",""ev-0fd78b3f267c0ac4"",""ev-725d6d7248370563"",""ev-157a481c66267629"",""ev-67d568c662e9d08a"",""ev-bbadfa00dfca090f""]","[""EVIDENCE:null"",""EVIDENCE:null"",""EVIDENCE:null"",""EVIDENCE:null"",""EVIDENCE:null"",""EVIDENCE:null"",""EVIDENCE:null"",""EVIDENCE:null""]",1,stop,0,0,2441,
req-2q3,2026-08-03T09:23:23.181Z,deepseek-v4-flash,1,8,"[""ev-450040b67fc480ce"",""ev-628638bb7594f069"",""ev-45a38cbe4194237c"",""ev-0fd78b3f267c0ac4"",""ev-725d6d7248370563"",""ev-157a481c66267629"",""ev-67d568c662e9d08a"",""ev-bbadfa00dfca090f""]","[""EVIDENCE:null"",""EVIDENCE:null"",""EVIDENCE:null"",""EVIDENCE:null"",""EVIDENCE:null"",""EVIDENCE:null"",""EVIDENCE:null"",""EVIDENCE:null""]",1,stop,0,0,2660,
req-2q4,2026-08-03T09:23:25.871Z,deepseek-v4-flash,1,8,"[""ev-450040b67fc480ce"",""ev-628638bb7594f069"",""ev-45a38cbe4194237c"",""ev-0fd78b3f267c0ac4"",""ev-725d6d7248370563"",""ev-157a481c66267629"",""ev-67d568c662e9d08a"",""ev-bbadfa00dfca090f""]","[""EVIDENCE:null"",""EVIDENCE:null"",""EVIDENCE:null"",""EVIDENCE:null"",""EVIDENCE:null"",""EVIDENCE:null"",""EVIDENCE:null"",""EVIDENCE:null""]",1,stop,0,0,2746,
req-2q5,2026-08-03T09:23:28.646Z,deepseek-v4-flash,1,8,"[""ev-450040b67fc480ce"",""ev-628638bb7594f069"",""ev-45a38cbe4194237c"",""ev-0fd78b3f267c0ac4"",""ev-725d6d7248370563"",""ev-157a481c66267629"",""ev-67d568c662e9d08a"",""ev-bbadfa00dfca090f""]","[""EVIDENCE:null"",""EVIDENCE:null"",""EVIDENCE:null"",""EVIDENCE:null"",""EVIDENCE:null"",""EVIDENCE:null"",""EVIDENCE:null"",""EVIDENCE:null""]",1,stop,0,0,2964,
req-2q6,2026-08-03T09:23:31.660Z,deepseek-v4-flash,1,8,"[""ev-450040b67fc480ce"",""ev-628638bb7594f069"",""ev-45a38cbe4194237c"",""ev-0fd78b3f267c0ac4"",""ev-725d6d7248370563"",""ev-157a481c66267629"",""ev-67d568c662e9d08a"",""ev-bbadfa00dfca090f""]","[""EVIDENCE:null"",""EVIDENCE:null"",""EVIDENCE:null"",""EVIDENCE:null"",""EVIDENCE:null"",""EVIDENCE:null"",""EVIDENCE:null"",""EVIDENCE:null""]",1,stop,0,0,3208,
req-2q7,2026-08-03T09:23:34.923Z,deepseek-v4-flash,1,8,"[""ev-450040b67fc480ce"",""ev-628638bb7594f069"",""ev-45a38cbe4194237c"",""ev-0fd78b3f267c0ac4"",""ev-725d6d7248370563"",""ev-157a481c66267629"",""ev-67d568c662e9d08a"",""ev-bbadfa00dfca090f""]","[""EVIDENCE:null"",""EVIDENCE:null"",""EVIDENCE:null"",""EVIDENCE:null"",""EVIDENCE:null"",""EVIDENCE:null"",""EVIDENCE:null"",""EVIDENCE:null""]",1,stop,0,0,3416,
req-2q8,2026-08-03T09:23:38.387Z,deepseek-v4-flash,1,8,"[""ev-450040b67fc480ce"",""ev-628638bb7594f069"",""ev-45a38cbe4194237c"",""ev-0fd78b3f267c0ac4"",""ev-725d6d7248370563"",""ev-157a481c66267629"",""ev-67d568c662e9d08a"",""ev-bbadfa00dfca090f""]","[""EVIDENCE:null"",""EVIDENCE:null"",""EVIDENCE:null"",""EVIDENCE:null"",""EVIDENCE:null"",""EVIDENCE:null"",""EVIDENCE:null"",""EVIDENCE:null""]",1,stop,0,0,3594,
req-2q9,2026-08-03T09:23:42.008Z,deepseek-v4-flash,1,8,"[""ev-450040b67fc480ce"",""ev-628638bb7594f069"",""ev-45a38cbe4194237c"",""ev-0fd78b3f267c0ac4"",""ev-725d6d7248370563"",""ev-157a481c66267629"",""ev-67d568c662e9d08a"",""ev-bbadfa00dfca090f""]","[""EVIDENCE:null"",""EVIDENCE:null"",""EVIDENCE:null"",""EVIDENCE:null"",""EVIDENCE:null"",""EVIDENCE:null"",""EVIDENCE:null"",""EVIDENCE:null""]",1,stop,0,0,3304,
req-2qa,2026-08-03T09:23:45.907Z,deepseek-v4-flash,1,8,"[""exp-919231299074f891"",""exp-63c66aa29e38a7ed"",""exp-18a72880fb9d6f39"",""exp-d75d73c78ed329cb"",""exp-877b23815e22025a"",""ev-157a481c66267629"",""exp-ff7d844c0bdca28e"",""exp-34e3b89e65b15b74""]","[""EVIDENCE:Workflow"",""EVIDENCE:Workflow"",""EVIDENCE:Workflow"",""EVIDENCE:Workflow"",""EVIDENCE:Workflow"",""EVIDENCE:null"",""EVIDENCE:Workflow"",""EVIDENCE:Workflow""]",1,stop,0,0,2680,
req-2qb,2026-08-03T09:23:48.651Z,deepseek-v4-flash,1,8,"[""exp-919231299074f891"",""exp-63c66aa29e38a7ed"",""exp-18a72880fb9d6f39"",""exp-d75d73c78ed329cb"",""exp-877b23815e22025a"",""ev-157a481c66267629"",""exp-34e3b89e65b15b74"",""exp-ff7d844c0bdca28e""]","[""EVIDENCE:Workflow"",""EVIDENCE:Workflow"",""EVIDENCE:Workflow"",""EVIDENCE:Workflow"",""EVIDENCE:Workflow"",""EVIDENCE:null"",""EVIDENCE:Workflow"",""EVIDENCE:Workflow""]",1,stop,0,0,2021,
req-2qc,2026-08-03T09:23:50.746Z,deepseek-v4-flash,1,8,"[""exp-919231299074f891"",""exp-63c66aa29e38a7ed"",""exp-18a72880fb9d6f39"",""exp-d75d73c78ed329cb"",""exp-877b23815e22025a"",""exp-34e3b89e65b15b74"",""exp-ff7d844c0bdca28e"",""ev-157a481c66267629""]","[""EVIDENCE:Workflow"",""EVIDENCE:Workflow"",""EVIDENCE:Workflow"",""EVIDENCE:Workflow"",""EVIDENCE:Workflow"",""EVIDENCE:Workflow"",""EVIDENCE:Workflow"",""EVIDENCE:null""]",1,stop,0,0,2523,
req-2qd,2026-08-03T09:23:53.323Z,deepseek-v4-flash,1,8,"[""exp-919231299074f891"",""exp-63c66aa29e38a7ed"",""exp-18a72880fb9d6f39"",""exp-d75d73c78ed329cb"",""exp-877b23815e22025a"",""exp-34e3b89e65b15b74"",""exp-ff7d844c0bdca28e"",""ev-157a481c66267629""]","[""EVIDENCE:Workflow"",""EVIDENCE:Workflow"",""EVIDENCE:Workflow"",""EVIDENCE:Workflow"",""EVIDENCE:Workflow"",""EVIDENCE:Workflow"",""EVIDENCE:Workflow"",""EVIDENCE:null""]",1,stop,0,0,2310,
req-2qe,2026-08-03T09:23:55.712Z,deepseek-v4-flash,1,8,"[""exp-919231299074f891"",""exp-63c66aa29e38a7ed"",""exp-18a72880fb9d6f39"",""exp-d75d73c78ed329cb"",""exp-877b23815e22025a"",""exp-34e3b89e65b15b74"",""exp-ff7d844c0bdca28e"",""ev-0fd78b3f267c0ac4""]","[""EVIDENCE:Workflow"",""EVIDENCE:Workflow"",""EVIDENCE:Workflow"",""EVIDENCE:Workflow"",""EVIDENCE:Workflow"",""EVIDENCE:Workflow"",""EVIDENCE:Workflow"",""EVIDENCE:null""]",1,stop,0,0,12458,
req-2qf,2026-08-03T09:24:08.228Z,deepseek-v4-flash,1,8,"[""exp-919231299074f891"",""exp-63c66aa29e38a7ed"",""exp-18a72880fb9d6f39"",""exp-d75d73c78ed329cb"",""exp-877b23815e22025a"",""exp-34e3b89e65b15b74"",""ev-0fd78b3f267c0ac4"",""exp-ff7d844c0bdca28e""]","[""EVIDENCE:Workflow"",""EVIDENCE:Workflow"",""EVIDENCE:Workflow"",""EVIDENCE:Workflow"",""EVIDENCE:Workflow"",""EVIDENCE:Workflow"",""EVIDENCE:null"",""EVIDENCE:Workflow""]",1,stop,0,0,13309,
req-2qg,2026-08-03T09:24:21.595Z,deepseek-v4-flash,1,8,"[""exp-919231299074f891"",""exp-63c66aa29e38a7ed"",""exp-18a72880fb9d6f39"",""exp-d75d73c78ed329cb"",""exp-877b23815e22025a"",""exp-34e3b89e65b15b74"",""ev-0fd78b3f267c0ac4"",""exp-ff7d844c0bdca28e""]","[""EVIDENCE:Workflow"",""EVIDENCE:Workflow"",""EVIDENCE:Workflow"",""EVIDENCE:Workflow"",""EVIDENCE:Workflow"",""EVIDENCE:Workflow"",""EVIDENCE:null"",""EVIDENCE:Workflow""]",1,stop,0,0,3928,
req-2qh,2026-08-03T09:24:25.574Z,deepseek-v4-flash,1,8,"[""exp-919231299074f891"",""exp-63c66aa29e38a7ed"",""exp-18a72880fb9d6f39"",""exp-d75d73c78ed329cb"",""exp-877b23815e22025a"",""exp-34e3b89e65b15b74"",""ev-0fd78b3f267c0ac4"",""exp-ff7d844c0bdca28e""]","[""EVIDENCE:Workflow"",""EVIDENCE:Workflow"",""EVIDENCE:Workflow"",""EVIDENCE:Workflow"",""EVIDENCE:Workflow"",""EVIDENCE:Workflow"",""EVIDENCE:null"",""EVIDENCE:Workflow""]",1,stop,0,0,4269,
req-2qi,2026-08-03T09:24:29.906Z,deepseek-v4-flash,1,8,"[""exp-919231299074f891"",""exp-63c66aa29e38a7ed"",""exp-18a72880fb9d6f39"",""exp-d75d73c78ed329cb"",""exp-877b23815e22025a"",""exp-34e3b89e65b15b74"",""ev-0fd78b3f267c0ac4"",""exp-ff7d844c0bdca28e""]","[""EVIDENCE:Workflow"",""EVIDENCE:Workflow"",""EVIDENCE:Workflow"",""EVIDENCE:Workflow"",""EVIDENCE:Workflow"",""EVIDENCE:Workflow"",""EVIDENCE:null"",""EVIDENCE:Workflow""]",1,stop,0,0,3876,
req-2qj,2026-08-03T09:24:33.849Z,deepseek-v4-flash,1,8,"[""exp-919231299074f891"",""exp-63c66aa29e38a7ed"",""exp-18a72880fb9d6f39"",""exp-d75d73c78ed329cb"",""exp-877b23815e22025a"",""exp-34e3b89e65b15b74"",""ev-0fd78b3f267c0ac4"",""exp-ff7d844c0bdca28e""]","[""EVIDENCE:Workflow"",""EVIDENCE:Workflow"",""EVIDENCE:Workflow"",""EVIDENCE:Workflow"",""EVIDENCE:Workflow"",""EVIDENCE:Workflow"",""EVIDENCE:null"",""EVIDENCE:Workflow""]",1,stop,0,0,4281,
req-2qk,2026-08-03T09:24:38.186Z,deepseek-v4-flash,1,8,"[""exp-919231299074f891"",""exp-63c66aa29e38a7ed"",""exp-18a72880fb9d6f39"",""exp-d75d73c78ed329cb"",""exp-877b23815e22025a"",""exp-34e3b89e65b15b74"",""ev-0fd78b3f267c0ac4"",""exp-ff7d844c0bdca28e""]","[""EVIDENCE:Workflow"",""EVIDENCE:Workflow"",""EVIDENCE:Workflow"",""EVIDENCE:Workflow"",""EVIDENCE:Workflow"",""EVIDENCE:Workflow"",""EVIDENCE:null"",""EVIDENCE:Workflow""]",1,stop,0,0,4389,
req-2ql,2026-08-03T09:24:42.614Z,deepseek-v4-flash,1,8,"[""exp-919231299074f891"",""exp-63c66aa29e38a7ed"",""exp-18a72880fb9d6f39"",""exp-d75d73c78ed329cb"",""exp-877b23815e22025a"",""exp-34e3b89e65b15b74"",""ev-0fd78b3f267c0ac4"",""exp-ff7d844c0bdca28e""]","[""EVIDENCE:Workflow"",""EVIDENCE:Workflow"",""EVIDENCE:Workflow"",""EVIDENCE:Workflow"",""EVIDENCE:Workflow"",""EVIDENCE:Workflow"",""EVIDENCE:null"",""EVIDENCE:Workflow""]",1,stop,0,0,4648,
req-2qm,2026-08-03T09:24:47.303Z,deepseek-v4-flash,1,8,"[""exp-919231299074f891"",""exp-63c66aa29e38a7ed"",""exp-18a72880fb9d6f39"",""exp-d75d73c78ed329cb"",""exp-34e3b89e65b15b74"",""ev-0fd78b3f267c0ac4"",""exp-ff7d844c0bdca28e"",""ev-157a481c66267629""]","[""EVIDENCE:Workflow"",""EVIDENCE:Workflow"",""EVIDENCE:Workflow"",""EVIDENCE:Workflow"",""EVIDENCE:Workflow"",""EVIDENCE:null"",""EVIDENCE:Workflow"",""EVIDENCE:null""]",1,stop,0,0,13505,
req-2qn,2026-08-03T09:25:00.945Z,deepseek-v4-flash,1,8,"[""exp-919231299074f891"",""exp-63c66aa29e38a7ed"",""exp-18a72880fb9d6f39"",""exp-d75d73c78ed329cb"",""exp-34e3b89e65b15b74"",""ev-0fd78b3f267c0ac4"",""exp-ff7d844c0bdca28e"",""ev-157a481c66267629""]","[""EVIDENCE:Workflow"",""EVIDENCE:Workflow"",""EVIDENCE:Workflow"",""EVIDENCE:Workflow"",""EVIDENCE:Workflow"",""EVIDENCE:null"",""EVIDENCE:Workflow"",""EVIDENCE:null""]",1,stop,0,0,5384,
req-2qo,2026-08-03T09:25:06.386Z,deepseek-v4-flash,1,8,"[""exp-919231299074f891"",""exp-63c66aa29e38a7ed"",""exp-18a72880fb9d6f39"",""exp-d75d73c78ed329cb"",""exp-34e3b89e65b15b74"",""ev-0fd78b3f267c0ac4"",""exp-ff7d844c0bdca28e"",""ev-157a481c66267629""]","[""EVIDENCE:Workflow"",""EVIDENCE:Workflow"",""EVIDENCE:Workflow"",""EVIDENCE:Workflow"",""EVIDENCE:Workflow"",""EVIDENCE:null"",""EVIDENCE:Workflow"",""EVIDENCE:null""]",1,stop,0,0,5027,
req-2qp,2026-08-03T09:25:11.445Z,deepseek-v4-flash,1,8,"[""exp-919231299074f891"",""exp-63c66aa29e38a7ed"",""exp-18a72880fb9d6f39"",""exp-d75d73c78ed329cb"",""exp-34e3b89e65b15b74"",""ev-0fd78b3f267c0ac4"",""exp-ff7d844c0bdca28e"",""ev-157a481c66267629""]","[""EVIDENCE:Workflow"",""EVIDENCE:Workflow"",""EVIDENCE:Workflow"",""EVIDENCE:Workflow"",""EVIDENCE:Workflow"",""EVIDENCE:null"",""EVIDENCE:Workflow"",""EVIDENCE:null""]",1,stop,0,0,5948,
req-2qq,2026-08-03T09:25:17.461Z,deepseek-v4-flash,1,8,"[""exp-919231299074f891"",""exp-63c66aa29e38a7ed"",""exp-18a72880fb9d6f39"",""exp-d75d73c78ed329cb"",""exp-34e3b89e65b15b74"",""ev-0fd78b3f267c0ac4"",""exp-ff7d844c0bdca28e"",""ev-157a481c66267629""]","[""EVIDENCE:Workflow"",""EVIDENCE:Workflow"",""EVIDENCE:Workflow"",""EVIDENCE:Workflow"",""EVIDENCE:Workflow"",""EVIDENCE:null"",""EVIDENCE:Workflow"",""EVIDENCE:null""]",1,stop,0,0,5397,
req-2qr,2026-08-03T09:25:22.937Z,deepseek-v4-flash,1,8,"[""exp-919231299074f891"",""exp-63c66aa29e38a7ed"",""exp-18a72880fb9d6f39"",""exp-d75d73c78ed329cb"",""exp-34e3b89e65b15b74"",""ev-0fd78b3f267c0ac4"",""exp-ff7d844c0bdca28e"",""ev-157a481c66267629""]","[""EVIDENCE:Workflow"",""EVIDENCE:Workflow"",""EVIDENCE:Workflow"",""EVIDENCE:Workflow"",""EVIDENCE:Workflow"",""EVIDENCE:null"",""EVIDENCE:Workflow"",""EVIDENCE:null""]",1,stop,0,0,6037,
req-2qs,2026-08-03T09:25:29.040Z,deepseek-v4-flash,1,8,"[""exp-919231299074f891"",""exp-63c66aa29e38a7ed"",""exp-18a72880fb9d6f39"",""exp-d75d73c78ed329cb"",""exp-34e3b89e65b15b74"",""ev-0fd78b3f267c0ac4"",""ev-157a481c66267629"",""ev-725d6d7248370563""]","[""EVIDENCE:Workflow"",""EVIDENCE:Workflow"",""EVIDENCE:Workflow"",""EVIDENCE:Workflow"",""EVIDENCE:Workflow"",""EVIDENCE:null"",""EVIDENCE:null"",""EVIDENCE:null""]",1,stop,0,0,15024,
req-2qt,2026-08-03T09:25:44.127Z,deepseek-v4-flash,1,8,"[""exp-919231299074f891"",""exp-63c66aa29e38a7ed"",""exp-18a72880fb9d6f39"",""exp-d75d73c78ed329cb"",""exp-34e3b89e65b15b74"",""ev-0fd78b3f267c0ac4"",""ev-157a481c66267629"",""ev-725d6d7248370563""]","[""EVIDENCE:Workflow"",""EVIDENCE:Workflow"",""EVIDENCE:Workflow"",""EVIDENCE:Workflow"",""EVIDENCE:Workflow"",""EVIDENCE:null"",""EVIDENCE:null"",""EVIDENCE:null""]",1,stop,0,0,5676,
req-2qu,2026-08-03T09:25:49.879Z,deepseek-v4-flash,1,8,"[""exp-919231299074f891"",""exp-63c66aa29e38a7ed"",""exp-18a72880fb9d6f39"",""exp-d75d73c78ed329cb"",""exp-34e3b89e65b15b74"",""ev-0fd78b3f267c0ac4"",""ev-157a481c66267629"",""ev-725d6d7248370563""]","[""EVIDENCE:Workflow"",""EVIDENCE:Workflow"",""EVIDENCE:Workflow"",""EVIDENCE:Workflow"",""EVIDENCE:Workflow"",""EVIDENCE:null"",""EVIDENCE:null"",""EVIDENCE:null""]",1,stop,0,0,5974,
req-2qv,2026-08-03T09:25:55.918Z,deepseek-v4-flash,1,8,"[""exp-919231299074f891"",""exp-63c66aa29e38a7ed"",""exp-18a72880fb9d6f39"",""exp-d75d73c78ed329cb"",""exp-34e3b89e65b15b74"",""ev-0fd78b3f267c0ac4"",""ev-157a481c66267629"",""ev-725d6d7248370563""]","[""EVIDENCE:Workflow"",""EVIDENCE:Workflow"",""EVIDENCE:Workflow"",""EVIDENCE:Workflow"",""EVIDENCE:Workflow"",""EVIDENCE:null"",""EVIDENCE:null"",""EVIDENCE:null""]",1,stop,0,0,5487,
req-2qw,2026-08-03T09:26:01.477Z,deepseek-v4-flash,1,8,"[""exp-919231299074f891"",""exp-18a72880fb9d6f39"",""exp-d75d73c78ed329cb"",""exp-34e3b89e65b15b74"",""ev-0fd78b3f267c0ac4"",""ev-157a481c66267629"",""ev-725d6d7248370563"",""ev-45a38cbe4194237c""]","[""EVIDENCE:Workflow"",""EVIDENCE:Workflow"",""EVIDENCE:Workflow"",""EVIDENCE:Workflow"",""EVIDENCE:null"",""EVIDENCE:null"",""EVIDENCE:null"",""EVIDENCE:null""]",1,stop,0,0,15861,
req-2qx,2026-08-03T09:26:17.393Z,deepseek-v4-flash,1,8,"[""exp-18a72880fb9d6f39"",""exp-d75d73c78ed329cb"",""exp-34e3b89e65b15b74"",""ev-0fd78b3f267c0ac4"",""ev-157a481c66267629"",""ev-725d6d7248370563"",""ev-45a38cbe4194237c"",""ev-bbadfa00dfca090f""]","[""EVIDENCE:Workflow"",""EVIDENCE:Workflow"",""EVIDENCE:Workflow"",""EVIDENCE:null"",""EVIDENCE:null"",""EVIDENCE:null"",""EVIDENCE:null"",""EVIDENCE:null""]",1,stop,0,0,15046,
req-2qy,2026-08-03T09:26:32.530Z,deepseek-v4-flash,1,8,"[""exp-18a72880fb9d6f39"",""exp-d75d73c78ed329cb"",""exp-34e3b89e65b15b74"",""ev-0fd78b3f267c0ac4"",""ev-157a481c66267629"",""ev-725d6d7248370563"",""ev-45a38cbe4194237c"",""ev-bbadfa00dfca090f""]","[""EVIDENCE:Workflow"",""EVIDENCE:Workflow"",""EVIDENCE:Workflow"",""EVIDENCE:null"",""EVIDENCE:null"",""EVIDENCE:null"",""EVIDENCE:null"",""EVIDENCE:null""]",1,stop,0,0,6863,
